UserID,CourseID,Rating,Timestamp
10,53,4,1478464645
10,263,4,1645139528
10,35,5,1645686637
10,65,5,1575318949
10,66,5,1616874053
10,262,5,1604568524
11,36,1,1653162073
11,176,1,1589709790
11,147,2,1568159082
11,126,2,1637376406
11,316,2,1476187662
11,303,2,1483060581
11,208,2,1565771854
11,166,3,1582575025
11,134,3,1545524634
11,186,4,1497599751
11,41,4,1651077330
11,282,4,1592349609
11,205,5,1452944651
11,252,5,1460056773
11,240,5,1527813105
11,154,5,1478627161
11,84,5,1499220209
12,252,1,1454413730
12,272,1,1532988494
12,93,1,1532983962
12,103,2,1563309993
12,221,2,1628728033
12,69,2,1617747579
12,185,2,1640598678
12,141,3,1543812768
12,198,3,1601246929
12,315,3,1605239782
12,317,3,1601280965
12,77,3,1540354868
12,86,4,1560374217
12,249,4,1629224502
12,59,4,1472814632
12,155,4,1464993423
12,178,4,1579532714
12,118,5,1623189780
12,51,5,1556079585
12,257,5,1497873837
12,285,5,1536491831
13,137,1,1613979943
13,221,1,1471403535
13,258,1,1527319019
13,272,2,1459149790
13,194,2,1613709644
13,165,2,1490497420
13,147,2,1640433529
13,290,2,1644384143
13,166,3,1646553599
13,209,3,1629612212
13,54,3,1573480810
13,321,3,1514609543
13,273,3,1615199418
13,84,4,1652260411
13,146,4,1562303153
13,303,4,1530364025
13,41,5,1514011788
13,186,5,1488816001
14,174,1,1555354029
14,306,1,1603150737
14,205,2,1577038803
14,290,2,1512895470
14,147,2,1495432739
14,166,3,1509568634
14,271,3,1557617287
14,241,3,1452095826
14,321,4,1472481437
14,134,5,1627316295
14,50,5,1494323816
14,191,5,1501640994
14,209,5,1649249228
15,95,1,1600322335
15,252,1,1581126272
15,194,1,1523263261
15,316,1,1597594404
15,224,2,1657962717
15,129,2,1584944415
15,122,3,1461751560
15,213,3,1458001001
15,219,3,1606875366
15,274,3,1555178989
15,319,4,1632870870
15,150,4,1604244215
15,47,4,1490825356
15,109,5,1531477996
15,238,5,1609966934
15,246,5,1628339151
16,136,1,1625720161
16,303,1,1490141066
16,208,1,1648535189
16,75,2,1625926752
16,82,2,1587115645
16,156,3,1521580136
16,56,3,1527126214
16,88,3,1586397941
16,213,4,1620772866
16,195,4,1649582440
16,222,4,1553464858
16,221,4,1539034903
16,274,4,1593883138
16,133,5,1619163432
16,242,5,1640543208
16,70,5,1551005342
17,173,1,1637701093
17,241,1,1582828870
17,200,2,1655969788
17,38,2,1533095789
17,39,2,1459993507
17,294,3,1631104688
17,24,3,1607682613
17,211,4,1536955056
17,122,4,1596466038
17,212,4,1661318499
17,249,4,1499973983
17,178,4,1478737218
17,55,5,1558295261
17,313,5,1486903993
17,72,5,1628847964
18,272,1,1469676295
18,316,1,1568463107
18,194,1,1573804460
18,284,1,1489543534
18,162,2,1582534690
18,80,2,1597910483
18,3,3,1619639916
18,56,3,1631536419
18,244,3,1470332098
18,28,4,1653726915
18,102,4,1652357658
18,92,4,1541324619
18,172,5,1562599699
18,178,5,1488728644
18,155,5,1493353749
18,274,5,1579639789
19,126,1,1553236974
19,282,1,1620489118
19,303,1,1472858386
19,147,1,1474523939
19,91,2,1502717632
19,106,2,1559521510
19,130,3,1533440437
19,123,3,1465790027
19,60,3,1526382712
19,67,4,1579460091
19,285,4,1557706209
19,11,4,1642424609
19,143,5,1459678852
19,117,5,1492720518
19,59,5,1657912366
19,89,5,1514336623
20,93,1,1582101714
20,304,1,1504416939
20,199,1,1561258660
20,234,2,1476112399
20,85,2,1574811235
20,269,2,1507848531
20,192,2,1570667194
20,87,3,1536658651
20,23,3,1530341434
20,81,3,1587404275
20,180,3,1467994725
20,196,3,1497594576
20,143,4,1585595450
20,287,4,1517207673
20,219,4,1473979597
20,248,4,1637281203
20,285,5,1512401387
20,118,5,1562860528
20,257,5,1505208412
20,79,5,1564179045
21,205,1,1596333441
21,199,1,1655942699
21,126,1,1627897093
21,279,2,1561320314
21,82,2,1621861094
21,265,2,1567122237
21,91,3,1510754441
21,16,3,1460895536
21,26,4,1613312960
21,62,4,1587684279
21,317,4,1511400310
21,49,4,1510974885
21,14,4,1573886459
21,156,5,1460751500
21,58,5,1540307759
21,105,5,1580592370
21,184,5,1604180069
21,193,5,1606638362
22,151,1,1644118039
22,170,1,1602621938
22,49,1,1454155054
22,249,1,1477101035
22,142,1,1635675679
22,304,2,1560134196
22,147,2,1522778260
22,209,2,1454488734
22,84,3,1500289881
22,166,3,1584309126
22,54,3,1536066547
22,128,3,1466780966
22,134,4,1533092908
22,165,4,1572777447
22,182,4,1624799386
22,136,5,1546222809
22,321,5,1544861859
23,205,1,1598107364
23,252,1,1521191854
23,209,1,1615100259
23,136,1,1629188193
23,269,2,1483524102
23,171,2,1625607837
23,118,2,1503892911
23,158,3,1461025651
23,319,3,1639475762
23,296,3,1633054336
23,257,4,1646201893
23,310,4,1517355503
23,83,4,1562930282
23,16,5,1610864915
23,124,5,1614228802
23,248,5,1526446460
23,59,5,1556403449
23,249,5,1590122371
24,179,1,1467952313
24,232,1,1475931757
24,299,1,1550547310
24,51,1,1609309642
24,221,1,1462129705
24,126,2,1555442793
24,199,2,1466489303
24,316,2,1653676305
24,272,2,1630090785
24,182,3,1576937096
24,50,3,1499063593
24,240,3,1478183391
24,128,3,1460929700
24,54,4,1586352517
24,93,4,1654697210
24,271,5,1543236137
24,95,5,1612083983
24,173,5,1498006175
24,166,5,1493604210
25,282,1,1533373111
25,147,1,1610206749
25,221,2,1599188510
25,275,2,1614969195
25,129,2,1454569727
25,21,2,1622719157
25,172,2,1522909833
25,103,3,1488522544
25,78,3,1558162477
25,279,4,1470676595
25,143,4,1554738403
25,207,4,1523789338
25,274,4,1507927382
25,169,4,1562318869
25,313,5,1522803092
25,55,5,1592173603
25,51,5,1577168791
26,165,1,1492406816
26,252,1,1454313379
26,93,1,1461681385
26,171,2,1605663450
26,308,2,1467237543
26,48,2,1650703441
26,253,3,1636636503
26,8,3,1542498197
26,295,4,1455985488
26,229,4,1652550635
26,105,4,1569790947
26,42,4,1494376037
26,141,4,1597837978
26,62,5,1464252678
26,49,5,1544986880
26,26,5,1519788823
26,296,5,1655512913
26,317,5,1604894047
27,93,1,1592021080
27,182,1,1626440762
27,284,1,1639884792
27,147,1,1540510411
27,187,2,1460215356
27,135,2,1529295397
27,47,2,1546674973
27,233,2,1492625374
27,277,3,1647274798
27,164,3,1627308542
27,296,3,1560271516
27,315,3,1480856566
27,70,4,1473239463
27,227,4,1630590970
27,67,4,1550311293
27,43,4,1476473091
27,228,4,1455395847
27,29,5,1617164893
27,178,5,1621180008
27,172,5,1534089940
28,63,1,1471733533
28,229,1,1521626998
28,53,1,1618162924
28,252,2,1504876331
28,194,2,1482408979
28,272,2,1620463997
28,173,3,1546333610
28,84,3,1544999674
28,240,3,1616406382
28,321,4,1546343891
28,134,5,1481854500
28,191,5,1645233003
28,50,5,1470563994
28,209,5,1611013339
29,82,1,1646580054
29,22,1,1461405144
29,120,1,1563267669
29,187,1,1542811353
29,37,1,1558525238
29,182,2,1551313816
29,50,2,1523493063
29,303,2,1476159535
29,208,2,1463115916
29,284,2,1617943357
29,239,3,1641395188
29,316,3,1484587472
29,41,3,1652621138
29,199,3,1618963101
29,93,4,1567856405
29,54,4,1641077536
29,166,5,1463121524
29,301,5,1585619995
29,290,5,1565137253
29,126,5,1634319956
30,165,1,1495455570
30,290,1,1489994366
30,208,1,1543089079
30,262,2,1504765824
30,103,2,1501915873
30,201,2,1454430874
30,195,2,1542582775
30,193,3,1461274153
30,299,3,1581467746
30,268,3,1606794418
30,196,3,1585377533
30,213,4,1552945259
30,200,4,1625230658
30,250,4,1466147309
30,122,4,1467123537
30,143,4,1596725108
30,79,5,1501162181
30,67,5,1640488593
30,227,5,1594094809
31,290,1,1624240762
31,147,1,1616666212
31,207,2,1478730125
31,222,2,1620942032
31,144,2,1508027627
31,9,2,1483754066
31,293,2,1483578656
31,183,3,1622940527
31,322,3,1457966633
31,123,3,1570510249
31,266,3,1461474441
31,145,4,1458200133
31,92,4,1573618809
31,118,4,1478834091
31,213,5,1595592444
31,178,5,1506602866
31,265,5,1518488545
32,11,1,1626038904
32,262,1,1603748751
32,259,1,1608130639
32,181,1,1638808749
32,194,2,1483831349
32,199,2,1484930189
32,290,2,1653863464
32,147,3,1517028623
32,134,3,1476882391
32,301,3,1575025949
32,209,3,1651748882
32,240,4,1498966032
32,84,4,1511948182
32,146,4,1616966882
32,303,4,1659692593
32,186,5,1488530239
32,41,5,1542794371
33,271,1,1621102154
33,50,1,1638781337
33,147,1,1518105356
33,272,1,1548689568
33,168,2,1617737122
33,3,2,1622813249
33,206,2,1568840287
33,112,2,1546054068
33,116,2,1514155060
33,69,3,1567232325
33,185,3,1589199952
33,190,3,1579585535
33,202,3,1487805808
33,53,3,1469497917
33,59,4,1605105346
33,44,4,1590323647
33,297,4,1639133675
33,143,4,1482779584
33,16,4,1532660464
33,269,5,1627564648
33,22,5,1623441059
33,298,5,1483232395
33,174,5,1575348186
33,83,5,1588294338
34,209,1,1660396888
34,241,1,1524236047
34,147,1,1608104382
34,208,1,1517036137
34,271,1,1606941564
34,28,2,1631599490
34,193,2,1457136642
34,82,2,1548177001
34,141,2,1491393461
34,286,3,1564047168
34,19,3,1534728079
34,16,3,1595606152
34,294,3,1511027337
34,264,3,1551207184
34,45,4,1555940680
34,229,4,1637176498
34,120,4,1564709790
34,62,5,1618249179
34,296,5,1456419240
34,135,5,1507212406
35,273,1,1657004935
35,194,1,1564976946
35,241,1,1588388959
35,179,2,1546958658
35,227,2,1593493715
35,201,2,1502926230
35,183,3,1520748976
35,259,3,1572840598
35,90,3,1555912592
35,78,3,1611093160
35,142,3,1624415378
35,59,4,1645231900
35,291,4,1497480217
35,219,4,1639336654
35,1,5,1474383913
35,72,5,1524923299
35,67,5,1599096320
35,55,5,1655916839
36,93,1,1474413453
36,84,1,1576376312
36,256,2,1620101403
36,9,2,1602006206
36,71,2,1534169893
36,114,3,1514120017
36,285,3,1609433732
36,86,3,1587316683
36,67,3,1559991053
36,156,4,1555831812
36,184,4,1659532191
36,295,4,1556153201
36,26,5,1538158309
36,309,5,1539865849
36,317,5,1512022717
36,49,5,1497451641
36,245,5,1554660337
37,252,1,1472848160
37,205,1,1545801561
37,126,1,1615116299
37,95,1,1528768619
37,194,1,1455849194
37,206,2,1457171082
37,4,2,1530348122
37,274,3,1506159316
37,109,3,1560048593
37,85,4,1626352957
37,315,4,1617172443
37,116,4,1477359994
37,42,4,1557480867
37,87,5,1488098072
37,317,5,1495475504
37,201,5,1560370704
38,151,1,1520134710
38,292,1,1460561637
38,308,1,1455160786
38,90,1,1487788099
38,187,1,1565889699
38,205,2,1458900115
38,194,2,1551355920
38,93,3,1652319681
38,146,3,1511591895
38,271,3,1520087601
38,50,4,1467870231
38,209,4,1581191639
38,134,4,1642452693
38,191,4,1495925038
38,321,5,1641880673
39,182,1,1654965709
39,95,1,1534558832
39,165,1,1459368418
39,93,1,1645259432
39,303,1,1551828132
39,115,2,1629237002
39,159,2,1487225370
39,292,2,1584319623
39,148,3,1539849304
39,121,3,1631998681
39,243,4,1531671012
39,255,4,1567342845
39,43,4,1514037322
39,254,4,1557527213
39,92,4,1452624452
39,155,5,1539938036
39,221,5,1535627805
39,248,5,1612295987
39,143,5,1480848664
39,250,5,1545070990
40,302,1,1572974386
40,299,1,1645668187
40,57,1,1592678138
40,124,1,1476466964
40,36,1,1459995582
40,147,2,1471138916
40,208,2,1478899862
40,303,2,1509040679
40,199,3,1530567441
40,95,3,1547436052
40,290,3,1597003381
40,166,3,1601686144
40,316,4,1503629012
40,186,4,1615231235
40,41,4,1468447891
40,282,4,1471176042
40,194,4,1601554779
40,240,5,1496298956
40,146,5,1555326565
40,304,5,1541499599
40,84,5,1568771555
40,284,5,1576499544
41,95,1,1453287417
41,290,1,1587464675
41,136,1,1604618882
41,304,1,1462491950
41,126,1,1482955822
41,80,2,1499001948
41,40,2,1495498137
41,251,2,1555441039
41,89,2,1578493641
41,162,2,1601128504
41,112,3,1596203499
41,107,3,1566011005
41,246,3,1577956768
41,59,3,1523077566
41,102,3,1478217194
41,105,4,1596109924
41,58,4,1494154527
41,141,4,1576205230
41,315,4,1516424726
41,151,5,1635851698
41,49,5,1660824451
41,245,5,1628735226
42,241,1,1572035475
42,304,1,1556724643
42,209,1,1516102207
42,93,1,1630555754
42,48,2,1622998155
42,309,2,1582234769
42,75,2,1644412310
42,67,3,1492993256
42,16,3,1497477276
42,78,4,1509882998
42,14,4,1481086867
42,115,4,1492118573
42,289,5,1513161640
42,127,5,1625299916
42,315,5,1652830667
43,182,1,1584227927
43,209,1,1479898225
43,206,2,1649958449
43,48,2,1547951183
43,1,2,1537894700
43,2,2,1502454331
43,151,3,1486855192
43,213,3,1484824954
43,255,3,1502596164
43,83,3,1576198771
43,184,3,1500213437
43,88,4,1661143632
43,203,4,1610051003
43,40,4,1573551215
43,99,4,1646687727
43,158,4,1606203902
43,319,5,1490645007
43,81,5,1607009560
43,266,5,1649098243
43,294,5,1468493825
44,304,1,1613174323
44,208,1,1472010396
44,55,2,1515097298
44,172,2,1464016566
44,309,2,1525964127
44,278,2,1629575888
44,46,2,1635362355
44,178,3,1567749827
44,59,3,1565363105
44,70,3,1654445084
44,285,3,1542795328
44,319,4,1476411032
44,266,4,1454445845
44,56,4,1482634111
44,236,5,1621864704
44,109,5,1563422521
44,276,5,1632872235
45,304,1,1634726984
45,165,1,1489319647
45,208,1,1602375303
45,308,2,1469086596
45,176,2,1553334079
45,160,2,1531786546
45,31,3,1592701666
45,72,3,1547406096
45,124,3,1590549324
45,77,4,1653432761
45,184,4,1646750456
45,156,4,1483290384
45,141,4,1545983154
45,3,4,1463314150
45,49,5,1527874257
45,26,5,1542517647
45,196,5,1503440733
45,24,5,1516576950
46,18,1,1483578415
46,96,1,1458717711
46,32,1,1579002661
46,189,1,1594850718
46,50,2,1505419664
46,209,2,1563768634
46,272,3,1499706764
46,41,3,1507938522
46,128,3,1528770955
46,316,3,1508972151
46,166,3,1549809713
46,321,4,1657589105
46,134,5,1630148409
46,199,5,1487142150
47,303,1,1613753754
47,273,1,1522694887
47,215,2,1627599948
47,149,2,1610838707
47,32,2,1531263417
47,189,3,1563267153
47,80,3,1650375500
47,212,4,1504826880
47,249,4,1615057504
47,279,4,1502706093
47,213,4,1595897492
47,22,5,1628453419
47,19,5,1560721630
47,257,5,1657337264
47,234,5,1476453658
48,304,1,1557508872
48,241,1,1502675693
48,199,1,1496140786
48,316,1,1458052034
48,218,2,1655890159
48,97,2,1492496381
48,53,3,1620169393
48,157,3,1629938710
48,187,3,1552395271
48,18,3,1538323079
48,174,3,1474410583
48,14,4,1490293840
48,33,4,1594727246
48,245,4,1567960481
48,115,4,1484188394
48,181,5,1484622491
48,82,5,1602142437
48,4,5,1556250566
49,299,1,1486061169
49,207,1,1595523627
49,208,2,1489902125
49,303,2,1492731516
49,147,2,1594282866
49,166,3,1661267860
49,271,3,1506128181
49,290,3,1459531071
49,209,3,1564227196
49,282,4,1570980933
49,316,4,1603391958
49,41,4,1499143457
49,194,4,1545695449
49,186,4,1517813904
49,128,5,1507640664
49,272,5,1537413655
49,205,5,1564157920
49,84,5,1452682031
50,50,1,1560853414
50,284,1,1461469547
50,103,2,1475370819
50,172,2,1649394542
50,42,2,1461800033
50,176,3,1594699423
50,109,3,1550090901
50,156,3,1557628065
50,138,3,1529019136
50,305,3,1459215960
50,44,4,1459894887
50,16,4,1654797693
50,249,4,1661829509
50,143,4,1648911819
50,213,4,1555805941
50,153,5,1550513906
50,235,5,1615524619
50,70,5,1520754620
50,72,5,1535571859
51,272,1,1494855896
51,95,1,1599014108
51,284,1,1462062084
51,165,1,1548772831
51,204,2,1524703021
51,242,2,1555309089
51,297,2,1546314842
51,181,2,1571046241
51,65,2,1502337682
51,198,3,1498536266
51,157,3,1568141782
51,319,3,1535077751
51,27,3,1586635886
51,132,3,1633836616
51,62,4,1645922252
51,231,4,1619792894
51,49,4,1561886563
51,101,4,1550306312
51,14,4,1633816834
51,36,5,1534163862
51,105,5,1638807270
51,193,5,1510345287
51,278,5,1569456909
51,295,5,1582818409
52,165,1,1492459659
52,304,1,1510499865
52,161,2,1497463187
52,61,2,1623946038
52,171,2,1565246009
52,148,3,1643139555
52,302,3,1546968347
52,298,4,1626080158
52,255,4,1526595594
52,70,4,1633098626
52,20,4,1628541261
52,38,4,1496653706
52,59,5,1609335503
52,213,5,1548744392
52,86,5,1514933200
53,273,1,1481257764
53,136,1,1494648138
53,182,1,1554805021
53,173,1,1631469426
53,309,2,1558981216
53,211,2,1610711619
53,152,3,1543377237
53,192,3,1520208068
53,276,3,1659901379
53,52,3,1573600754
53,97,3,1504850791
53,59,4,1497730953
53,122,4,1636620374
53,29,4,1659895858
53,139,5,1455557192
53,72,5,1478013929
53,223,5,1568464779
53,206,5,1638816271
53,107,5,1478412827
54,252,1,1618349466
54,284,1,1475852443
54,93,1,1615292635
54,84,1,1486915407
54,116,2,1465207536
54,117,2,1655228620
54,307,2,1496236290
54,23,2,1547732299
54,280,2,1544994337
54,105,3,1534066917
54,13,3,1471724965
54,295,3,1641271761
54,148,3,1525070269
54,145,4,1631149524
54,92,4,1600129732
54,67,4,1620272254
54,155,5,1613997371
54,21,5,1545668616
54,29,5,1626686973
55,267,1,1513841799
55,17,1,1548069332
55,241,2,1519539853
55,50,2,1592842636
55,147,2,1646020980
55,316,2,1567480017
55,165,3,1522711507
55,303,3,1549357106
55,321,3,1583207634
55,239,3,1613287039
55,54,4,1480299203
55,95,5,1456961741
55,301,5,1495804547
55,166,5,1589871072
56,282,1,1510975664
56,208,1,1641644621
56,316,1,1583472869
56,209,1,1451766575
56,195,2,1607427188
56,28,2,1569252860
56,97,2,1519734301
56,113,2,1456853316
56,129,2,1650109568
56,8,3,1560384485
56,96,3,1573028550
56,14,3,1465761059
56,89,4,1472349565
56,233,4,1567243623
56,212,4,1581211649
56,256,4,1499230470
56,297,4,1637386623
56,70,5,1555440522
56,133,5,1568271711
56,92,5,1559314027
56,286,5,1658311437
57,303,1,1464252573
57,209,1,1599768397
57,173,1,1554997246
57,293,2,1585018425
57,206,2,1633366116
57,24,3,1630896540
57,297,3,1507048020
57,100,3,1521990222
57,219,3,1628921572
57,48,3,1514973839
57,103,4,1480371827
57,230,4,1483811749
57,318,4,1572361916
57,12,4,1608469354
57,47,5,1647037945
57,57,5,1576320388
57,202,5,1526360887
57,123,5,1625690523
58,95,1,1459914784
58,208,1,1583959034
58,282,1,1589713044
58,232,2,1546091147
58,78,2,1472355118
58,289,2,1649152976
58,108,2,1643224922
58,308,2,1604458328
58,133,3,1645945021
58,157,3,1468330322
58,21,3,1469304951
58,43,3,1464445557
58,59,3,1600772681
58,319,4,1554913467
58,198,4,1560348140
58,56,4,1462629567
58,225,5,1644125262
58,60,5,1613192044
58,99,5,1633293462
59,136,1,1626883027
59,165,1,1639238919
59,95,1,1601696506
59,208,1,1656523445
59,91,2,1599133059
59,37,2,1502311707
59,228,2,1477651657
59,317,3,1604949079
59,219,3,1576363082
59,60,4,1615876860
59,8,4,1526864032
59,132,4,1520639604
59,99,4,1616884984
59,47,5,1624862914
59,121,5,1542941411
59,31,5,1487223381
59,294,5,1490621914
60,284,1,1547271873
60,208,1,1497734554
60,169,2,1630215012
60,192,2,1493874617
60,320,2,1546275546
60,71,2,1573807166
60,248,3,1623256330
60,236,3,1579532852
60,138,3,1598267296
60,77,4,1523148641
60,58,4,1572654789
60,156,4,1627482513
60,42,4,1545540635
60,196,5,1586482859
60,245,5,1628730227
60,26,5,1526201079
60,49,5,1657844266
60,24,5,1624393367
61,116,1,1594084473
61,37,1,1620517856
61,242,1,1463509227
61,147,2,1583094988
61,304,2,1605580561
61,205,2,1466369545
61,95,2,1553633912
61,316,2,1478875871
61,173,3,1467398108
61,271,3,1462901890
61,54,3,1534060392
61,273,3,1612804446
61,321,3,1486284601
61,282,4,1462095994
61,186,4,1469108604
61,41,4,1455555910
61,128,5,1602084185
61,240,5,1611507922
61,154,5,1480495533
61,146,5,1461154414
61,239,5,1462268238
62,85,1,1460348440
62,144,1,1629777957
62,151,1,1617660312
62,303,2,1486282250
62,147,2,1590446842
62,165,3,1485455570
62,209,3,1534375725
62,134,3,1526435967
62,186,4,1518657994
62,41,4,1554983025
62,282,4,1490106442
62,194,4,1632341621
62,316,4,1604575504
62,205,5,1630777328
62,272,5,1646107850
62,240,5,1495910271
62,84,5,1659889262
62,128,5,1596517794
63,205,1,1493654712
63,208,1,1543944267
63,150,2,1653891579
63,234,2,1511271815
63,33,2,1524974629
63,295,3,1571370753
63,296,3,1555089019
63,178,4,1496866748
63,221,4,1646089776
63,219,4,1489384313
63,143,4,1524009945
63,255,5,1518028824
63,288,5,1555010758
63,133,5,1608148686
64,303,1,1635119448
64,93,1,1563070232
64,316,1,1639108500
64,273,1,1650734936
64,209,1,1458013036
64,200,2,1590235216
64,49,2,1533273561
64,45,3,1649687224
64,74,3,1651860641
64,312,3,1474859549
64,307,3,1637555747
64,15,4,1569979469
64,11,4,1657972002
64,255,4,1657136839
64,16,5,1560082749
64,297,5,1643553888
64,213,5,1642066375
65,282,1,1515298443
65,173,1,1492512818
65,241,1,1641516045
65,50,1,1458255552
65,275,2,1636561617
65,223,2,1474011926
65,218,2,1513378264
65,318,3,1488279248
65,283,3,1584337300
65,65,3,1612155803
65,300,3,1544875274
65,60,3,1607403543
65,233,4,1538374109
65,279,4,1646322250
65,44,4,1541714399
65,143,4,1470867738
65,30,5,1547415480
65,157,5,1470514836
65,269,5,1580031435
65,15,5,1546229589
65,286,5,1517511620
66,194,1,1645586481
66,205,1,1490917699
66,34,2,1576084962
66,190,2,1463423672
66,3,2,1622353186
66,200,2,1636659070
66,163,2,1644627533
66,62,3,1455984264
66,156,3,1636784811
66,139,3,1661419583
66,29,3,1581962463
66,319,4,1571380294
66,56,4,1520951804
66,180,4,1545887940
66,293,4,1566873213
66,216,5,1508137800
66,215,5,1600146820
66,217,5,1638025369
67,176,1,1469024543
67,97,1,1543071532
67,173,2,1537756306
67,282,2,1647865076
67,303,2,1454861354
67,134,3,1511081087
67,186,3,1514707363
67,321,3,1655351886
67,165,3,1656007273
67,154,3,1599635575
67,166,4,1491208658
67,95,4,1541200616
67,301,4,1619794217
67,54,5,1645197801
68,126,1,1493773617
68,173,1,1549010337
68,271,1,1659759695
68,206,2,1474172616
68,311,2,1540367505
68,99,2,1615700271
68,152,2,1634803496
68,102,2,1545558639
68,37,3,1582176594
68,181,3,1497833811
68,120,3,1590673387
68,286,4,1617350957
68,73,4,1650695564
68,255,4,1526743295
68,133,4,1481149921
68,211,5,1491315817
68,117,5,1508491876
68,260,5,1492321828
68,10,5,1525862513
69,71,1,1615543458
69,291,1,1517907598
69,93,2,1564559816
69,208,2,1502301969
69,199,2,1521916039
69,209,3,1561810301
69,134,3,1659543999
69,41,3,1644758456
69,271,4,1516803674
69,166,4,1473264909
69,273,4,1497489872
69,241,4,1615488266
69,54,5,1581737940
70,21,1,1539224857
70,265,1,1638557934
70,252,2,1581483765
70,205,2,1451861039
70,136,2,1506961543
70,282,3,1590415859
70,186,3,1641324151
70,209,3,1617750406
70,321,3,1604204177
70,146,3,1530049060
70,93,4,1520506676
70,54,4,1563289221
70,271,5,1657091388
70,241,5,1486095811
70,166,5,1500591781
71,191,1,1566041472
71,93,1,1470894534
71,241,1,1601228764
71,271,1,1452865753
71,199,1,1543056701
71,192,2,1478951052
71,243,2,1482542907
71,90,3,1631162438
71,23,3,1616366097
71,79,3,1539198337
71,16,3,1647102955
71,22,3,1633098512
71,181,4,1535651720
71,127,4,1604817339
71,100,4,1640640976
71,289,4,1586846687
71,115,5,1486160838
